Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Schizophrenia,C0036341,NPL,80896,Q9BXD5,N-acetylneuraminate pyruvate lyase,Enzyme,34,0.663,0.577,1.5688E-07,0.03,,1,3,0,2004,2010
Schizophrenia,C0036341,FZD4,8322,Q9ULV1,frizzled class receptor 4,G-protein coupled receptor,239,0.49,0.923,0.96962,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,FHL5,9457,Q5TD97,four and a half LIM domains 5,Transcription factor,153,0.53,0.769,4.8464E-10,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,SLC12A6,9990,Q9UHW9,solute carrier family 12 member 6,Transporter,97,0.603,0.5,0.011377,0.03,,1,3,0,2005,2009
Schizophrenia,C0036341,MGS,100126595,,Mungan syndrome,,7,0.839,0.269,,0.02,,1,2,0,2011,2011
Schizophrenia,C0036341,OCLN,100506658,Q16625,occludin,,195,0.507,0.846,8.5583E-07,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,ABCB6,10058,Q9NP58,ATP binding cassette subfamily B member 6 (Langereis blood group),Transporter,400,0.431,0.885,8.5999E-19,0.02,,1,2,2,2017,2019
Schizophrenia,C0036341,OPN1MW3,101060233,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive 3",,80,0.601,0.769,,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,CDK4,1019,P11802,cyclin dependent kinase 4,Kinase,433,0.412,0.808,0.062909,0.02,,1,2,0,2008,2016
Schizophrenia,C0036341,CLEC10A,10462,Q8IUN9,C-type lectin domain containing 10A,Receptor,64,0.606,0.692,7.7599E-06,0.02,,1,2,0,2005,2012
Schizophrenia,C0036341,CECR,1055,,cat eye syndrome chromosome region,,81,0.599,0.731,,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,ARFGEF1,10565,Q9Y6D6,ADP ribosylation factor guanine nucleotide exchange factor 1,,34,0.674,0.423,1,0.02,,1,2,0,2017,2017
Schizophrenia,C0036341,ARID3B,10620,Q8IVW6,AT-rich interaction domain 3B,Nucleic acid binding,46,0.659,0.577,0.38022,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,GNA13,10672,Q14344,G protein subunit alpha 13,Enzyme modulator,46,0.656,0.538,0.86735,0.02,,1,2,0,2017,2020
Schizophrenia,C0036341,PTGES3,10728,Q15185,prostaglandin E synthase 3,Chaperone,56,0.641,0.731,0.98536,0.02,,1,2,0,2013,2019
Schizophrenia,C0036341,LYVE1,10894,Q9Y5Y7,lymphatic vessel endothelial hyaluronan receptor 1,,80,0.587,0.731,4.7185E-07,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,LOC110806262,110806262,,solute carrier family 6 member 4 gene promoter,,63,0.626,0.423,,0.02,,1,2,0,2011,2014
Schizophrenia,C0036341,WDHD1,11169,O75717,WD repeat and HMG-box DNA binding protein 1,Nucleic acid binding,161,0.529,0.846,4.3694E-18,0.02,,1,2,0,2004,2019
Schizophrenia,C0036341,CHP1,11261,Q99653,calcineurin like EF-hand protein 1,,141,0.546,0.769,0.62667,0.02,,1,2,0,1998,2009
Schizophrenia,C0036341,SYNPO,11346,Q8N3V7,synaptopodin,Cellular structure,37,0.663,0.577,0.98573,0.02,,1,2,1,2010,2016
Schizophrenia,C0036341,GRIN3B,116444,O60391,glutamate ionotropic receptor NMDA type subunit 3B,Ion channel,9,0.792,0.231,2.0223E-07,0.02,,1,2,0,2014,2015
Schizophrenia,C0036341,BORCS7,119032,Q96B45,BLOC-1 related complex subunit 7,,10,0.89,0.115,2.2921E-07,0.02,,0.5,2,1,2016,2016
Schizophrenia,C0036341,COL2A1,1280,P02458,collagen type II alpha 1 chain,,496,0.444,0.846,1,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,PPARGC1B,133522,Q86YN6,PPARG coactivator 1 beta,Transcription factor,102,0.569,0.731,0.50321,0.02,,1,2,0,2016,2019
Schizophrenia,C0036341,RSS,140821,,Russell Silver syndrome,,103,0.578,0.692,,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,CRYM,1428,Q14894,crystallin mu,Enzyme,16,0.769,0.346,0.02569,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,CSNK2B,1460,P67870,casein kinase 2 beta,Kinase,34,0.686,0.538,0.91728,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,CSPG4,1464,Q6UVK1,chondroitin sulfate proteoglycan 4,,75,0.599,0.615,0.000026212,0.02,,1,2,0,2019,2020
Schizophrenia,C0036341,CX3CR1,1524,P49238,C-X3-C motif chemokine receptor 1,G-protein coupled receptor,310,0.457,0.885,0.061371,0.02,,1,2,1,2017,2020
Schizophrenia,C0036341,PPM1K,152926,Q8N3J5,"protein phosphatase, Mg2+/Mn2+ dependent 1K",Enzyme,41,0.656,0.5,0.00014736,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,ADRB2,154,P07550,adrenoceptor beta 2,G-protein coupled receptor,387,0.442,0.923,0.52545,0.02,,1,2,0,2016,2018
Schizophrenia,C0036341,SLC35G1,159371,Q2M3R5,solute carrier family 35 member G1,Transporter,60,0.615,0.654,0.16174,0.02,,1,2,0,2008,2009
Schizophrenia,C0036341,DAB1,1600,O75553,DAB adaptor protein 1,Signaling,81,0.626,0.615,0.99915,0.02,,1,2,0,1998,2017
Schizophrenia,C0036341,DHX9,1660,Q08211,DExH-box helicase 9,Enzyme,54,0.623,0.615,1,0.02,,1,2,0,2019,2019
Schizophrenia,C0036341,DES,1674,P17661,desmin,,330,0.46,0.846,0.0088282,0.02,,1,2,0,2009,2019
Schizophrenia,C0036341,ATN1,1822,P54259,atrophin 1,,499,0.409,0.885,0.99992,0.02,,1,2,0,1996,1997
Schizophrenia,C0036341,AGT,183,P01019,angiotensinogen,Enzyme modulator,765,0.367,0.923,4.9706E-08,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,DTNB,1838,O60941,dystrobrevin beta,,10,0.805,0.308,2.7969E-10,0.02,,1,2,0,2004,2004
Schizophrenia,C0036341,ARID2,196528,Q68CP9,AT-rich interaction domain 2,,167,0.543,0.808,1,0.02,,1,2,0,2017,2017
Schizophrenia,C0036341,A2M,2,P01023,alpha-2-macroglobulin,Enzyme modulator,147,0.529,0.769,4.5229E-11,0.02,,1,2,0,2019,2020
Schizophrenia,C0036341,ALB,213,P02768,albumin,Transporter,1198,0.317,0.962,0.64329,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,FABP4,2167,P15090,fatty acid binding protein 4,,194,0.5,0.808,0.000051764,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,FBN1,2200,P35555,fibrillin 1,Calcium-binding protein,552,0.417,0.846,1,0.02,,1,2,0,2010,2018
Schizophrenia,C0036341,FAN1,22909,Q9Y2M0,FANCD2 and FANCI associated nuclease 1,,93,0.61,0.577,1.6512E-25,0.02,,1,2,0,2014,2016
Schizophrenia,C0036341,ALDOC,230,P09972,"aldolase, fructose-bisphosphate C",,10,0.78,0.231,0.092245,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,MCF2L,23263,O15068,MCF.2 cell line derived transforming sequence like,Signaling,124,0.559,0.769,2.7178E-07,0.02,,0.5,2,0,2011,2018
Schizophrenia,C0036341,TARDBP,23435,Q13148,TAR DNA binding protein,,245,0.493,0.808,0.98542,0.02,,1,2,0,2009,2019
Schizophrenia,C0036341,ANGPTL2,23452,Q9UKU9,angiopoietin like 2,Signaling,125,0.545,0.731,0.0014712,0.02,,1,2,0,2016,2017
Schizophrenia,C0036341,SDF2L1,23753,Q9HCN8,stromal cell derived factor 2 like 1,,12,0.805,0.385,0.18957,0.02,,1,2,0,2003,2010
Schizophrenia,C0036341,IL27,246778,Q8NEV9,interleukin 27,,286,0.457,0.808,0.78232,0.02,,1,2,0,2016,2019
Schizophrenia,C0036341,KCTD13,253980,Q8WZ19,potassium channel tetramerization domain containing 13,,12,0.821,0.154,0.00091544,0.02,,1,2,0,2016,2020
Schizophrenia,C0036341,CALHM1,255022,Q8IU99,calcium homeostasis modulator 1,Ion channel,16,0.769,0.269,0.000017556,0.02,,1,2,0,2015,2016
Schizophrenia,C0036341,TPSG1,25823,Q9NRR2,tryptase gamma 1,Enzyme,53,0.638,0.5,7.5883E-15,0.02,,1,2,0,2010,2018
Schizophrenia,C0036341,AMBP,259,P02760,alpha-1-microglobulin/bikunin precursor,,150,0.537,0.731,2.7886E-13,0.02,,1,2,0,2019,2020
Schizophrenia,C0036341,ASPM,259266,Q8IZT6,abnormal spindle microtubule assembly,,159,0.526,0.769,3.3502E-49,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,BLOC1S6,26258,Q9UL45,biogenesis of lysosomal organelles complex 1 subunit 6,,15,0.769,0.308,8.0385E-09,0.02,,1,2,0,2013,2017
Schizophrenia,C0036341,GNL3,26354,Q9BVP2,G protein nucleolar 3,,87,0.579,0.577,1.9878E-19,0.02,,1,2,0,2018,2020
Schizophrenia,C0036341,OPN1MW,2652,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive",G-protein coupled receptor,107,0.572,0.769,0.037781,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,GH1,2688,P01241,growth hormone 1,Signaling,686,0.373,0.923,0.030057,0.02,,1,2,0,2007,2018
Schizophrenia,C0036341,GIPR,2696,P48546,gastric inhibitory polypeptide receptor,G-protein coupled receptor,58,0.67,0.538,1.9703E-29,0.02,,1,2,1,2012,2015
Schizophrenia,C0036341,CNTN6,27255,Q9UQ52,contactin 6,Receptor,36,0.678,0.462,9.0232E-31,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,RABGEF1,27342,Q9UJ41,RAB guanine nucleotide exchange factor 1,Enzyme modulator,122,0.55,0.731,0.00063083,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,DESI1,27351,Q6ICB0,desumoylating isopeptidase 1,Enzyme,65,0.606,0.654,0.0057118,0.02,,1,2,0,2008,2009
Schizophrenia,C0036341,GLUD1,2746,P00367,glutamate dehydrogenase 1,Enzyme,86,0.584,0.731,0.0070495,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,OR10A4,283297,Q9H209,olfactory receptor family 10 subfamily A member 4,G-protein coupled receptor,128,0.54,0.808,0.000016786,0.02,,1,2,0,2006,2019
Schizophrenia,C0036341,UTS2R,2837,Q9UKP6,urotensin 2 receptor,G-protein coupled receptor,98,0.566,0.692,0.000023172,0.02,,1,2,0,2004,2017
Schizophrenia,C0036341,ANGPT2,285,O15123,angiopoietin 2,Signaling,457,0.41,0.846,0.83208,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,DLL1,28514,O00548,delta like canonical Notch ligand 1,,212,0.492,0.808,0.99999,0.02,,1,2,0,2009,2017
Schizophrenia,C0036341,REM1,28954,O75628,RRAD and GEM like GTPase 1,,177,0.531,0.885,5.3363E-08,0.02,,1,2,0,1991,2019
Schizophrenia,C0036341,PYCARD,29108,Q9ULZ3,PYD and CARD domain containing,Enzyme,294,0.457,0.808,0.00019768,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,A1CF,29974,Q9NQ94,APOBEC1 complementation factor,,71,0.604,0.692,5.9218E-10,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,H2AZ1,3015,P0C0S5,H2A.Z variant histone 1,,38,0.674,0.385,0.87861,0.02,,1,2,1,2015,2015
Schizophrenia,C0036341,HCL2,3057,,hair color 2 (red),,22,0.705,0.308,,0.02,,1,2,0,2019,2019
Schizophrenia,C0036341,HNMT,3176,P50135,histamine N-methyltransferase,,98,0.579,0.808,0.019734,0.02,,0.5,2,1,2000,2015
Schizophrenia,C0036341,HSPA8,3312,P11142,heat shock protein family A (Hsp70) member 8,,124,0.553,0.808,0.99863,0.02,,1,2,0,2008,2009
Schizophrenia,C0036341,HSP90AA1,3320,P07900,heat shock protein 90 alpha family class A member 1,Chaperone,455,0.411,0.923,0.86025,0.02,,1,2,0,2009,2017
Schizophrenia,C0036341,HSPG2,3339,P98160,heparan sulfate proteoglycan 2,Enzyme modulator,405,0.438,0.885,1.0376E-19,0.02,,1,2,0,2008,2018
Schizophrenia,C0036341,APOA1,335,P02647,apolipoprotein A1,,416,0.429,0.885,0.00054909,0.02,,1,2,0,2003,2007
Schizophrenia,C0036341,NANOS1,340719,Q8WY41,nanos C2HC-type zinc finger 1,,31,0.7,0.423,0.54106,0.02,,1,2,0,2011,2016
Schizophrenia,C0036341,IGFALS,3483,P35858,insulin like growth factor binding protein acid labile subunit,Receptor,203,0.511,0.846,5.4379E-11,0.02,,1,2,0,2016,2017
Schizophrenia,C0036341,IL2RB,3560,P14784,interleukin 2 receptor subunit beta,Receptor,226,0.491,0.846,0.29095,0.02,,1,2,0,1995,1997
Schizophrenia,C0036341,ISG20,3669,Q96AZ6,interferon stimulated exonuclease gene 20,,414,0.414,0.846,0.002899,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,ITGA2B,3674,P08514,integrin subunit alpha 2b,,215,0.493,0.692,1.5205E-16,0.02,,1,2,0,2002,2013
Schizophrenia,C0036341,MALAT1,378938,,metastasis associated lung adenocarcinoma transcript 1,,336,0.435,0.846,,0.02,,0.5,2,0,2018,2018
Schizophrenia,C0036341,L1CAM,3897,P32004,L1 cell adhesion molecule,,289,0.475,0.769,1,0.02,,1,2,0,2001,2009
Schizophrenia,C0036341,LAMC2,3918,Q13753,laminin subunit gamma 2,Enzyme modulator,602,0.389,0.923,2.8791E-12,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,LGALS3,3958,P17931,galectin 3,Signaling,557,0.392,0.846,0.000023207,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,LIF,3976,P15018,LIF interleukin 6 family cytokine,Signaling,236,0.483,0.769,0.5242,0.02,,1,2,3,2010,2019
Schizophrenia,C0036341,LPP,4026,Q93052,LIM domain containing preferred translocation partner in lipoma,Enzyme modulator,131,0.543,0.769,0.0071908,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,MIR219A1,407002,,microRNA 219a-1,,75,0.595,0.615,,0.02,,1,2,0,2015,2016
Schizophrenia,C0036341,MIR223,407008,,microRNA 223,,348,0.433,0.808,,0.02,,1,2,0,2019,2020
Schizophrenia,C0036341,MARCKS,4082,P29966,myristoylated alanine rich protein kinase C substrate,,102,0.559,0.769,0.32648,0.02,,1,2,0,2015,2018
Schizophrenia,C0036341,MAPT,4137,P10636,microtubule associated protein tau,,469,0.446,0.923,0.0060258,0.02,,1,2,1,2010,2019
Schizophrenia,C0036341,MAS1,4142,P04201,"MAS1 proto-oncogene, G protein-coupled receptor",G-protein coupled receptor,142,0.533,0.769,0.000082518,0.02,,1,2,0,2017,2017
Schizophrenia,C0036341,MDM2,4193,Q00987,MDM2 proto-oncogene,Nucleic acid binding,702,0.362,0.846,0.99981,0.02,,1,2,0,2013,2017
Schizophrenia,C0036341,MEF2A,4205,Q02078,myocyte enhancer factor 2A,Transcription factor,99,0.585,0.692,0.98706,0.02,,1,2,0,2015,2019
Schizophrenia,C0036341,MDD1,431708,,Major depressive disorder,,37,0.682,0.308,,0.02,,0.5,2,0,2018,2019
Schizophrenia,C0036341,ASIP,434,P42127,agouti signaling protein,Signaling,89,0.584,0.692,0.016298,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,MIAT,440823,,myocardial infarction associated transcript,,84,0.573,0.692,,0.02,,1,2,0,2015,2016
Schizophrenia,C0036341,ASPA,443,P45381,aspartoacylase,,123,0.564,0.731,0.00041128,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,MSMB,4477,P08118,microseminoprotein beta,Signaling,195,0.498,0.846,0.016199,0.02,,1,2,0,1999,2011
Schizophrenia,C0036341,MTRR,4552,Q9UBK8,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,207,0.502,0.808,2.1794E-14,0.02,,1,2,1,2007,2012
Schizophrenia,C0036341,NEFM,4741,P07197,neurofilament medium,,39,0.674,0.577,0.017983,0.02,,1,2,0,2009,2014
Schizophrenia,C0036341,NF2,4771,P35240,neurofibromin 2,,312,0.468,0.885,1,0.02,,1,2,0,2006,2007
Schizophrenia,C0036341,NHS,4810,Q6T4R5,NHS actin remodeling regulator,,295,0.466,0.846,0.99999,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,NPTX2,4885,P47972,neuronal pentraxin 2,,67,0.617,0.615,0.030511,0.02,,0.5,2,0,2017,2019
Schizophrenia,C0036341,NTF4,4909,P34130,neurotrophin 4,Signaling,46,0.644,0.692,0.012031,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,NUP98,4928,P52948,nucleoporin 98 and 96 precursor,Enzyme,129,0.532,0.577,1,0.02,,1,2,0,2012,2014
Schizophrenia,C0036341,OGG1,4968,O15527,8-oxoguanine DNA glycosylase,,313,0.453,0.808,3.9314E-12,0.02,,1,2,0,2008,2016
Schizophrenia,C0036341,ALDH7A1,501,P49419,aldehyde dehydrogenase 7 family member A1,Enzyme,141,0.551,0.769,1.3923E-22,0.02,,1,2,0,2008,2019
Schizophrenia,C0036341,PEBP1,5037,P30086,phosphatidylethanolamine binding protein 1,Enzyme modulator,181,0.5,0.808,0.09167,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,SERPINE1,5054,P05121,serpin family E member 1,Enzyme modulator,770,0.359,0.885,0.043609,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,IL22,50616,Q9GZX6,interleukin 22,,551,0.393,0.885,0.00018843,0.02,,1,2,0,2011,2018
Schizophrenia,C0036341,RSRC1,51319,Q96IZ7,arginine and serine rich coiled-coil 1,,66,0.65,0.462,0.000074539,0.02,,1,2,0,2009,2018
Schizophrenia,C0036341,PDE2A,5138,O00408,phosphodiesterase 2A,,47,0.666,0.577,0.631,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,PDGFB,5155,P01127,platelet derived growth factor subunit B,Signaling,301,0.488,0.846,0.77006,0.02,,1,2,0,2006,2018
Schizophrenia,C0036341,SERPINF1,5176,P36955,serpin family F member 1,Enzyme modulator,294,0.46,0.846,7.8044E-08,0.02,,1,2,0,2017,2020
Schizophrenia,C0036341,SERPINA1,5265,P01009,serpin family A member 1,Enzyme modulator,482,0.41,0.923,6.8497E-08,0.02,,1,2,0,1985,2015
Schizophrenia,C0036341,PMP22,5376,Q01453,peripheral myelin protein 22,Cellular structure,341,0.471,0.885,0.90958,0.02,,1,2,0,2007,2019
Schizophrenia,C0036341,TLR9,54106,Q9NR96,toll like receptor 9,,457,0.411,0.885,9.8117E-06,0.02,,1,2,0,2011,2019
Schizophrenia,C0036341,SEPTIN4,5414,O43236;Q8NEP4,septin 4,Enzyme modulator,48,0.644,0.692,0.000027268,0.02,,1,2,0,2007,2009
Schizophrenia,C0036341,TREM2,54209,Q9NZC2,triggering receptor expressed on myeloid cells 2,,239,0.519,0.769,3.2892E-09,0.02,,1,2,0,2015,2020
Schizophrenia,C0036341,GPR85,54329,P60893,G protein-coupled receptor 85,G-protein coupled receptor,5,1,0.038,0.77281,0.02,,1,2,2,2008,2013
Schizophrenia,C0036341,TERF2IP,54386,Q9NYB0,TERF2 interacting protein,,126,0.548,0.731,0.000026683,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,POU3F2,5454,P20265,POU class 3 homeobox 2,,40,0.7,0.423,0.92007,0.02,,1,2,0,2011,2019
Schizophrenia,C0036341,CHDH,55349,Q8NE62,choline dehydrogenase,Enzyme,158,0.529,0.769,0.000001685,0.02,,1,2,1,2014,2019
Schizophrenia,C0036341,PRKCD,5580,Q05655,protein kinase C delta,Kinase,287,0.48,0.846,0.99995,0.02,,1,2,1,2015,2018
Schizophrenia,C0036341,GLT8D1,55830,Q68CQ7,glycosyltransferase 8 domain containing 1,,38,0.711,0.462,1.1343E-08,0.02,,1,2,0,2018,2018
Schizophrenia,C0036341,PRNP,5621,F7VJQ1;P04156,prion protein,,426,0.445,0.923,0.00063182,0.02,,1,2,2,2003,2008
Schizophrenia,C0036341,C21orf62,56245,Q9NYP8,chromosome 21 open reading frame 62,,3,0.931,0.115,0.0026248,0.02,,1,2,0,1996,1997
Schizophrenia,C0036341,PRSS3,5646,P35030,serine protease 3,Enzyme,59,0.617,0.615,3.5636E-12,0.02,,1,2,0,2010,2019
Schizophrenia,C0036341,PSMD9,5715,O00233,"proteasome 26S subunit, non-ATPase 9",Enzyme modulator,344,0.435,0.846,4.8603E-06,0.02,,1,2,2,2015,2019
Schizophrenia,C0036341,AICDA,57379,Q9GZX7,activation induced cytidine deaminase,Enzyme,265,0.463,0.885,9.2098E-06,0.02,,1,2,0,2016,2017
Schizophrenia,C0036341,ERMN,57471,Q8TAM6,ermin,,4,0.861,0.115,0.000011805,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,PCDH19,57526,Q8TAB3,protocadherin 19,,93,0.599,0.462,0.99975,0.02,,1,2,0,2012,2019
Schizophrenia,C0036341,PTK7,5754,Q13308,protein tyrosine kinase 7 (inactive),Kinase,96,0.568,0.615,0.99721,0.02,,1,2,0,1999,2001
Schizophrenia,C0036341,SEMA6A,57556,Q9H2E6,semaphorin 6A,Signaling,211,0.486,0.808,0.99976,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,DLGAP3,58512,O95886,DLG associated protein 3,Receptor,18,0.736,0.269,0.99998,0.02,,1,2,0,2011,2013
Schizophrenia,C0036341,RASGRF1,5923,Q13972,Ras protein specific guanine nucleotide releasing factor 1,Enzyme modulator,124,0.537,0.769,0.99999,0.02,,1,2,0,2013,2018
Schizophrenia,C0036341,RIT2,6014,Q99578,Ras like without CAAX 2,Enzyme modulator,46,0.647,0.538,0.00063244,0.02,,1,2,0,2010,2017
Schizophrenia,C0036341,HAPLN2,60484,Q9GZV7,hyaluronan and proteoglycan link protein 2,Extracellular structure,3,0.931,0.077,7.1205E-07,0.02,,1,2,0,2009,2019
Schizophrenia,C0036341,RXRB,6257,P28702,retinoid X receptor beta,Nuclear receptor,35,0.686,0.654,0.99719,0.02,,1,2,0,2002,2016
Schizophrenia,C0036341,CCL4,6351,P13236;Q8NHW4,C-C motif chemokine ligand 4,Signaling,276,0.466,0.923,0.24134,0.02,,0.5,2,0,2017,2019
Schizophrenia,C0036341,CCL17,6361,Q92583,C-C motif chemokine ligand 17,Signaling,162,0.518,0.808,0.00013932,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,SCZD2,6378,,schizophrenia disorder 2,,1,1,0.038,,0.02,,1,2,0,1993,2018
Schizophrenia,C0036341,SH3GL2,6456,Q99962,"SH3 domain containing GRB2 like 2, endophilin A1",,37,0.659,0.5,0.00011862,0.02,,1,2,0,2009,2019
Schizophrenia,C0036341,SMARCA1,6594,P28370,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",Enzyme,183,0.504,0.808,1,0.02,,1,2,0,2009,2010
Schizophrenia,C0036341,TMEM108,66000,Q6UXF1,transmembrane protein 108,,7,0.931,0.077,0.99555,0.02,,1,2,0,2017,2019
Schizophrenia,C0036341,SOS1,6654,Q07889,SOS Ras/Rac guanine nucleotide exchange factor 1,Enzyme modulator,261,0.485,0.808,1,0.02,,1,2,0,2013,2018
Schizophrenia,C0036341,SPTAN1,6709,Q13813,"spectrin alpha, non-erythrocytic 1",,82,0.601,0.615,1,0.02,,0.5,2,0,1999,2009
Schizophrenia,C0036341,STAT1,6772,P42224,signal transducer and activator of transcription 1,Nucleic acid binding,531,0.399,0.885,0.99999,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,STATH,6779,P02808,statherin,,57,0.608,0.769,0.000079792,0.02,,1,2,0,1998,2003
Schizophrenia,C0036341,C3,718,P01024,complement C3,Enzyme modulator,343,0.445,0.885,0.90421,0.02,,1,2,9,2000,2015
Schizophrenia,C0036341,C4A,720,P0C0L4;P0C0L5,complement C4A (Rodgers blood group),Enzyme modulator,145,0.563,0.769,1.5416E-11,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,C4B,721,P0C0L4;P0C0L5,complement C4B (Chido blood group),Enzyme modulator,66,0.603,0.808,0.83464,0.02,,0.5,2,0,2017,2017
Schizophrenia,C0036341,OPN1MW2,728458,P04001;P0DN77;P0DN78,"opsin 1, medium wave sensitive 2",,80,0.601,0.769,0.24464,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,TXN,7295,P10599,thioredoxin,,338,0.447,0.885,0.20119,0.02,,1,2,0,2017,2018
Schizophrenia,C0036341,TYMS,7298,P04818,thymidylate synthetase,Enzyme,406,0.425,0.846,0.72247,0.02,,1,2,0,2018,2019
Schizophrenia,C0036341,UBE2N,7334,P61088,ubiquitin conjugating enzyme E2 N,,80,0.593,0.654,0.88156,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,UCHL1,7345,P09936,ubiquitin C-terminal hydrolase L1,Enzyme,260,0.482,0.885,0.99095,0.02,,1,2,0,2017,2017
Schizophrenia,C0036341,UQCRC1,7384,P31930,ubiquinol-cytochrome c reductase core protein 1,Enzyme,15,0.751,0.385,0.020028,0.02,,1,2,0,2009,2009
Schizophrenia,C0036341,VIM,7431,P08670,vimentin,,644,0.372,0.846,0.71255,0.02,,1,2,0,2009,2017
Schizophrenia,C0036341,VWF,7450,P04275,von Willebrand factor,Enzyme modulator,498,0.408,0.885,3.2187E-25,0.02,,1,2,1,2017,2017
Schizophrenia,C0036341,CA2,760,P00918,carbonic anhydrase 2,,210,0.506,0.808,1.6946E-06,0.02,,0.5,2,0,2004,2009
Schizophrenia,C0036341,FTO,79068,Q9C0B1,FTO alpha-ketoglutarate dependent dioxygenase,,286,0.486,0.885,8.364E-08,0.02,,1,2,2,2013,2014
Schizophrenia,C0036341,MCPH1,79648,Q8NEM0,microcephalin 1,Nucleic acid binding,141,0.54,0.846,7.76E-30,0.02,,1,2,1,2019,2019
Schizophrenia,C0036341,NR4A3,8013,Q92570,nuclear receptor subfamily 4 group A member 3,Nuclear receptor,186,0.502,0.808,0.9126,0.02,,1,2,0,2001,2010
Schizophrenia,C0036341,CAMK2A,815,Q9UQM7,calcium/calmodulin dependent protein kinase II alpha,Kinase,87,0.612,0.538,0.99845,0.02,,1,2,0,2006,2007
Schizophrenia,C0036341,PLA2G12A,81579,Q9BZM1,phospholipase A2 group XIIA,,9,0.805,0.192,0.00037886,0.02,,1,2,1,2016,2018
Schizophrenia,C0036341,SLC14A2,8170,Q15849,solute carrier family 14 member 2,Transporter,71,0.606,0.692,1.0646E-17,0.02,,1,2,0,2004,2017
Schizophrenia,C0036341,ADAMTS10,81794,Q9H324,ADAM metallopeptidase with thrombospondin type 1 motif 10,Enzyme,67,0.641,0.5,0.84288,0.02,,1,2,1,2010,2018
Schizophrenia,C0036341,SPRY4,81848,Q9C004,sprouty RTK signaling antagonist 4,Signaling,134,0.553,0.769,0.0004821,0.02,,1,2,0,2008,2013
Schizophrenia,C0036341,ROPN1L,83853,Q96C74,rhophilin associated tail protein 1 like,,62,0.617,0.692,2.7455E-06,0.02,,1,2,0,2000,2015
Schizophrenia,C0036341,PKP4,8502,Q99569,plakophilin 4,Cellular structure,12,0.839,0.192,5.269E-13,0.02,,1,2,0,2009,2017
